씬 ID,대화 ID,대화 종류,화자,대사,선택지 ID,연결된 대화 ID,삽화,초상화,표시 아이템,효과음,배경음악
1030,1,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,2,VerandaDialogue,김진혁,(...),,,,NamNormal_Portrait,,,
,,,,(오늘은 먼저 나와 계시네.),,,,,,,
,3,VerandaDialogue,이채린,피곤하다...,,,,CharinNormal_Portrait,,,NormalTalk_BGM
,4,VerandaDialogue,김진혁,(...?),,,,NamNormal_Portrait,,,
,,,,(내가 나온 거 지금 모르고 계신 건가...?),,,,,,,
,,,,누나!,,,,NamSuprised_Portrait,,,
,5,VerandaDialogue,이채린,...!,,,CV_HandSmoke_Illustration,CharinSuprised_Portrait,,,
,,,,놀래라...,,,,CharinSuprised_Portrait,,,
,,,,언제부터 와있었어요??,,,,CharinSmile_Portrait,,,
,,,,진짜 전혀 모르고 있었어요 ㅋㅋㅋ,,,,,,,
,6,VerandaDialogue,김진혁,방금 왔어요. 계속 멍때리고 계시길래 언제 알아차리나 했죠 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,7,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,미안해요@ 오늘 뭔가 기운이 없네요.,,,,,,,
,8,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,,,,무슨 일 있으세요...?,,,,,,,
,9,VerandaDialogue,이채린,음...,,,,CharinNormal_Portrait,,,
,,,,아뇨@ 뭐 딱히 일이 있진 않아요...,,,,CharinSmile_Portrait,,,
,10,VerandaDialogue,김진혁,(알바 때문에 그런가...?),,,,NamNormal_Portrait,,,
,,,,(뭐 때문이지...?),,,,,,,
,,,,...,,,,,,,
,11,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,실은 오늘 알바하다가 일이 하나 생겼어요.,,,CV_NoSmoke_Illustration,,,,
,12,VerandaDialogue,김진혁,어떤 일이에요?,,,,NamNormal_Portrait,,,
,13,VerandaDialogue,이채린,하...,,,,CharinCloseEye_Portrait,,,
,,,,오늘 전담 가게 알바하면서 있었던 일이에요.,,,,CharinNormal_Portrait,,,
,,,,사장님은 저한테 고객 접대랑 청소 말고도@ 가끔 발주도 시키고 그래요.,,,,,,,
,,,,근데 오늘 문제가 생긴게...,,,,CharinCloseEye_Portrait,,,
,,,,어제 제가 말했을 거에요@ 알바 1~2시간 정도 더 해야 한다고.,,,,CharinNormal_Portrait,,,
,14,VerandaDialogue,김진혁,그렇죠.,,,,NamNormal_Portrait,,,
,15,VerandaDialogue,이채린,1~2시간 더 한 이유가@ 사장님이 다음 주에 한 1주일 정도 쉴 거 같다고@ 오늘 하루만 좀 더 알바를 해달라는거에요.,,,,CharinNormal_Portrait,,,
,,,,겸사겸사 발주 온것들도 정리하라고 하셔서 저야 흔쾌히 수락했죠.,,,,CharinCloseEye_Portrait,,,
,,,,1주일 쉬는 대신에 1~2시간만 더 알바했으면 됐으니까요.,,,,,,,
,,,,그래서 현금 정리도 좀 하고@ 진열대 정리하고 이제 마무리하면서 발주한 것들 정리하고 있는데...,,,,CharinNormal_Portrait,,,
,,,,뭔가 한 박스가 유독 큰 거에요...,,,,,,,
,16,VerandaDialogue,김진혁,헉...,,,,NamSuprised_Portrait,,,
,17,VerandaDialogue,이채린,보니까 인기 없던 액상 하나를 실수로 3개가 아니라 30개를...발주한 거에요...,,,,CharinCloseEye_Portrait,,,
,18,VerandaDialogue,김진혁,...!,,,,NamSuprised_Portrait,,,
,19,VerandaDialogue,이채린,보고 순간 너무 놀라서...,,,,CharinCloseEye_Portrait,,,
,,,,...,,,,,,,
,,,,평소에는 이런 실수 안 하는데...,,,,,,,
,,,,그래서 바로 사장님한테 상황 보고 했어요...,,,,CharinNormal_Portrait,,,
,,,,다행히 사장님은 그럴 수 있다고 하면서 안심하라고 말하긴 했는데...,,,,,,,
,,,,되게 찝찝한...그런 느낌 알죠?,,,,,,,
,20,VerandaDialogue,김진혁,네...,,,,NamNormal_Portrait,,,
,21,VerandaDialogue,이채린,하...,,,,CharinCloseEye_Portrait,,,
,,,,되게 마음이 불편하네요...,,,,,,,
,22,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,,,,(책임감이 되게 강하시다...),,,,,,,
,,,,(나였으면 그냥 죄송합니다 하고 넘어갔을 텐데...),,,,,,,
,,,,그래도 너무 자책하지 마요.,,,,,,,
,,,,사장님도 괜찮다고 하셨잖아요.,,,,NamSmile_Portrait,,,
,23,VerandaDialogue,이채린,그렇기는 하죠...,,,CV_Smoking_Illustration,CharinSmile_Portrait,,,
,,,,...후,,,,CharinNormal_Portrait,,,
,,,,여튼 그런 일이 있었어요.,,,CV_HandSmoke_Illustration,,,,
,,,,그래서 생각 정리하느라고 멍때리고 있었던 거 같아요.,,,,CharinSmile_Portrait,,,
,,,,위로해 줘서 고마워요@ 진혁씨.,,,,,,,
,24,VerandaDialogue,김진혁,위로가 됐다면 다행이에요.,,,,NamNormal_Portrait,,,
,25,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,26,VerandaDialogue,김진혁,누나 오늘 그럼 담배 얼마나 피신 거에요?,,,,NamNormal_Portrait,,,
,27,VerandaDialogue,이채린,음...,,,CV_HandSmoke_Illustration,CharinNormal_Portrait,,,
,,,,오늘은 담배 정말 많이 핀 거 같긴 해요.,,,,CharinSmile_Portrait,,,
,,,,불안해서 그런지 평소보다 두 배 가까이 핀 거 같아요.,,,,,,,
,28,VerandaDialogue,김진혁,(어쩐지@ 재떨이에 담배가...평소보다 많다 했네.) ,,,,NamNormal_Portrait,,,
,,,,(냄새도...흠...),,,,,,,
,,,,(예전에 부장님 생각나네...ㅋㅋㅋ),,,,NamSmile_Portrait,,,
,,,,(...),,,,,,,
,29,VerandaDialogue,이채린,그래도 담배 냄새는 많이 안 나지 않아요?,,,,CharinSmile_Portrait,,,
,30,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,31,VerandaDialogue,이채린,...,,,,CharinSmile_Portrait,,,
,,,,자제할게요...,,,,CharinCloseEye_Portrait,,,
,32,VerandaDialogue,김진혁,아니에요@ 누나 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,,,,그 정도로 많이 나진 않아요.,,,,,,,
,33,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,음...?,,,CV_NoSmoke_Illustration,CharinNormal_Portrait,,Phone_SFX,
,,,,잠시만요@ 어...,,,,,,Phone_SFX,
,,,,전화 와서 금방 받고 올게요@ 진혁씨.,,,,,,,
,34,VerandaDialogue,김진혁,네@ 다녀오세요.,,,,NamNormal_Portrait,,,
,,,,(...),,,Veranda_Illustration,,,Beranda_Sound_SFX,
,,,,(얼마나 걸리려나...),,,,,,,
,,,,(...),,,,,,,
,,,,(오늘은 그래도 따뜻하게 입어서 그런지 춥지는 않네...),,,,,,,
,,,,(누나 되게 책임감 강하고 열심히 하는 타입이구나.),,,,,,,
,,,,(...),,,,,,,
,,,,(저런 책임감 있는 모습...),,,,,,,
,,,,(멋있다...),,,,,,,
,,,,(...),,,,,,,
,,,,(오늘이 벌써 3일짼가...),,,,,,,
,,,,(앞으로 4일밖에 안남았네.),,,,,,,
,,,,(흠...연락처나 한번 물어볼까...),,,,,,,
,,,,(...),,,,,,,
,35,VerandaNarration,,(5분 뒤),,,!HideIllustration,,,,
,36,VerandaDialogue,김진혁,(어@ 나오신다),,,Veranda_Illustration,NamNormal_Portrait,,,
,37,VerandaDialogue,이채린,잠시만요.,,,,CharinNormal_Portrait,,Beranda_Sound_SFX,
,,,,많이 기다렸죠.,,,CV_NoSmoke_Illustration,CharinSmile_Portrait,,,
,38,VerandaDialogue,김진혁,아니에요@ 이 정도면 얼마 안 기다렸어요.,,,,NamSmile_Portrait,,,
,39,VerandaDialogue,이채린,기다려줘서 고마워요...,,,,CharinSmile_Portrait,,,
,40,VerandaDialogue,김진혁,혹시 누나@ 누구한테 온 전화에요?,,,,NamNormal_Portrait,,,
,41,VerandaDialogue,이채린,아@ 사장님한테 온 거에요...,,,,CharinNormal_Portrait,,,
,,,,사장님이 제 성격 아시거든요.,,,,CharinSmile_Portrait,,,
,,,,이렇게 실수 할 때마다 제가 되게 힘들어하시는 걸 아셔서 그런지 상태 확인차 연락주신 거 같아요.,,,,,,,
,,,,다행히 제가 실수해서 발주된 액상은 다는 아니더라도@ 반 정도는 환불이 된다네요.,,,,,,,
,,,,하...이제야 마음이 좀 놓이는거 같아요...,,,,,,,
,,,,환불도 환불인데 사장님도 괜찮다고@ 걱정해 주시니...,,,,,,,
,,,,이래저래 일단락된 거 같아요.,,,,,,,
,42,VerandaDialogue,김진혁,다행이네요.,,,,NamNormal_Portrait,,,
,43,VerandaDialogue,이채린,그렇죠 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,단순히 재밌게 수다 떨고 싶었는데@ 걱정 끼치게 해서 미안해요.,,,,CharinCloseEye_Portrait,,,
,44,VerandaDialogue,김진혁,에이...정말 괜찮아요.,,,,NamNormal_Portrait,,,
,,,,이 정도 얘긴 이웃끼리 들어 줄 수도 있죠.,,,,NamSmile_Portrait,,,
,45,VerandaDialogue,이채린,ㅎㅎ,,,,CharinSmile_Portrait,,,
,,,,진혁씨 되게 착하네요@ 고마워요.,,,,,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,그러고 보니 오늘은 옷 두꺼운 거 입고 왔네요?,,,,CharinSmile_Portrait,,,
,,,,평소에 보던 옷보단 좀 두꺼운 거 같은데요?,,,CV_HandSmoke_Illustration,,,,
,46,VerandaDialogue,김진혁,아@ 네. 맞아요.,,,,NamNormal_Portrait,,,
,,,,누나 되게 눈썰미 좋으시네요.,,,,,,,
,47,VerandaDialogue,이채린,에이 ㅋㅋㅋ 이 정도는 눈치채야죠.,,,,CharinSmile_Portrait,,,
,,,,어제보다 오늘이 확실히 더 춥긴 하네요.,,,,,,,
,,,,어젠 이 정도는 아니었던거 같은데...,,,,,,,
,48,VerandaDialogue,김진혁,외투...하나 걸쳐야 하는 거 아니에요?,,,,NamNormal_Portrait,,,
,49,VerandaDialogue,이채린,괜찮아요@ 오늘 담배 많이 펴서 그런지 몸이 따뜻해요 ㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,50,VerandaDialogue,김진혁,(안 좋은 거...아닌가?),,,,NamNormal_Portrait,,,
,51,VerandaDialogue,이채린,진혁씨는 알바해 본 적 있어요?,9,,,CharinSmile_Portrait,,,
,52,VerandaDialogue,김진혁,알바 따위 수십 개도 해봤죠~,,,,NamSmile_Portrait,,,
,53,VerandaDialogue,이채린,.......,,,,CharinNormal_Portrait,,,
,,,,너무 허세 아니에요?,,,,,,,
,54,VerandaDialogue,김진혁,농담입니다. 죄송합니다.,,,,NamNormal_Portrait,,,
,55,VerandaDialogue,이채린,ㅋㅋㅋ 알겠어요.,,60,,CharinSmile_Portrait,,,
,56,VerandaDialogue,김진혁,예전에 몇 가지 정도는 해본 거 같아요.,,,,NamNormal_Portrait,,,
,57,VerandaDialogue,이채린,오@ 진짜요?,,,,CharinSuprised_Portrait,,,
,58,VerandaDialogue,김진혁,예전에 몇 가지 정도는 해 봤어요.,,,,NamSuprised_Portrait,,,
,,,,안 그래도@ 대학교 등록금 때문에 한동안은 좀 빠듯하게 했죠.,,,,NamNormal_Portrait,,,
,59,VerandaDialogue,이채린,오@ 진짜요?,,,,CharinSuprised_Portrait,,,
,60,VerandaDialogue,이채린,어떤 알바 해봤어요?,,,,CharinSmile_Portrait,,,
,61,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,,,,(군대 가기 전에 자주 했었는데...),,,,,,,
,,,,(뭐뭐 했더라...),,,,,,,
,,,,(아@ 맞다.),,,,,,,
,,,,정말 예전에 고깃집 알바랑@ 편의점이랑...가끔 단기 과외 정도 한 거 같아요.,,,,,,,
,62,VerandaDialogue,이채린,오...,,,,CharinSmile_Portrait,,,
,,,,의외로 여러 개 해봤네요?,,,,,,,
,,,,그럼 주인공은 썰 없어요?,,,,,,,
,63,VerandaDialogue,김진혁,어떤 썰이요...?,,,,NamNormal_Portrait,,,
,64,VerandaDialogue,이채린,알바 썰이죠~,,,,CharinEyeSmile_Portrait,,,
,,,,저도 오늘 있었던 일 풀어줬으니 진혁씨도 하나 풀어줘요.,,,,CharinSmile_Portrait,,,
,,,,기억에 남는 걸로요.,,,,,,,
,65,VerandaDialogue,김진혁,(기억에 남는 거...),,,,NamNormal_Portrait,,,
,,,,(음...아@ 맞다.),,,,,,,
,,,,(그 녀석 잘 지내고 있으려나...),,,,,,,
,,,,제가 과외 했을 때 썰 하나 풀어드릴게요.,,,,NamSmile_Portrait,,,
,66,VerandaDialogue,이채린,오@ 과외 썰 좋네요. 한 번 풀어봐요.,,,,CharinSuprised_Portrait,,,
,67,VerandaDialogue,김진혁,제가 대학생 시절에는 돈이 그렇게 맞지 않았어요.,,,,NamNormal_Portrait,,,
,,,,학자금 대출도 갚아야 하고@ 생활비도 제가 어느 정도는 벌어먹어야 됐고요.,,,,,,,
,,,,그때 했던 것 중의 하나가 과외에요.,,,,,,,
,68,VerandaDialogue,이채린,오...나름 공부 좀 했나 보네요?,,,,CharinEyeSmile_Portrait,,,
,69,VerandaDialogue,김진혁,아니에요...ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,,,,딱 기초 정도는 알려줄 수 있는 수준이었어요.,,,,NamNormal_Portrait,,,
,,,,여튼@ 그때 기초 수학을 알려줄 수 있는 사람을 구하는 글이 있길래 읽어보니까...,,,,,,,
,,,,시급도 높고@ 집 근처길래 냉큼 연락드려서 과외를 시작했죠.,,,,,,,
,70,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,71,VerandaDialogue,김진혁,그때 가르친 친구 썰인데요.,,,,NamNormal_Portrait,,,
,,,,이제 1주일 정도 되는 시점이었어요.,,,,,,,
,,,,제가 나름 열심히 가르쳐주고 있는데@ 얘가 도통 하나도 못 알아듣는 거에요.,,,,,,,
,,,,답답하긴 해도@ 시급 잘 주니 열심히 했는데...,,,,,,,
,,,,제가 알았겠어요...화장실에서 2시간이라는 시간을 보낼지...,,,,NamSuprised_Portrait,,,
,72,VerandaDialogue,이채린,...네?,,,,CharinSuprised_Portrait,,,
,73,VerandaDialogue,김진혁,제가 잠깐 화장실 간 사이에 화장실 문을 아예 잠가버린거에요.,,,,NamNormal_Portrait,,,
,,,,알고 보니까 그 문 고장 난 문이라...한 번 잠그면 밖에서 열쇠 가지고 여는 방법 말곤 없었어요...,,,,NamSuprised_Portrait,,,
,74,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,그 친구 조금 심했네요.,,,,,,,
,75,VerandaDialogue,김진혁,그러니까요...ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,,,,여튼 제가 폰도 두고 와서...두 시간 뒤에 어머님이 절 구출 해주셨어요...,,,,NamNormal_Portrait,,,
,,,,아마 과외 끝나는 시간까지 버티다가 열어 주려고 한 거 같은데...,,,,,,,
,,,,그 사이에 어머님이 오신 거죠...,,,,,,,
,76,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,인터넷에서만 보던 썰을 실제로 듣게 될 줄을 몰랐어요 ㅋㅋㅋ,,,,,,,
,,,,그 뒤론 어떻게 됐어요...?,,,,,,,
,77,VerandaDialogue,김진혁,(아직도 생각난다...),,,,NamNormal_Portrait,,,
,,,,(문 열고 나왔을 때@ 그때 그 친구의 표정이...),,,,,,,
,,,,(독기 가득한 그 얼굴은 시간이 지나도 잊혀지지가 않는다.),,,,,,,
,,,,(음...),,,,,,,
,,,,(그러고 보니까...),,,,,,,
,,,,(누나 의외로 걔랑 닮았네...?),,,,,,,
,,,,(...),,,,,,,
,,,,(근데 이름이 기억이 안나네...),,,,,,,
,,,,(우연이겠지 뭐.),,,,,,,
,,,,바로 제가 그만둔다고 했죠...ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,,,,솔직히 조금 무서웠거든요...요새 애들 알잖아요...좀 무서운거...,,,,NamSmile_Portrait,,,
,78,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,진혁씨다워서 좋네요.,,,,,,,
,79,VerandaDialogue,김진혁,칭찬인가요...?,,,,NamSmile_Portrait,,,
,80,VerandaDialogue,이채린,농담이에요 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,81,VerandaDialogue,김진혁,하하...,,,,NamSmile_Portrait,,,
,,,,그 친구 궁금하네요.,,,,NamNormal_Portrait,,,
,,,,지금은 어떻게 지내고 있을지.,,,,,,,
,82,VerandaDialogue,이채린,...,,,,CharinSmile_Portrait,,,
,,,,...후,,,CV_Smoking_Illustration,,,,
,,,,그러게요...,,,,,,,
,83,VerandaDialogue,김진혁,...?,,,,NamNormal_Portrait,,,
,84,VerandaDialogue,이채린,...후,,,,CharinNormal_Portrait,,,
,,,,재밌네요 ㅋㅋㅋ,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,85,VerandaDialogue,김진혁,재밌었다니 다행이네요 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,86,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,87,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,88,VerandaDialogue,이채린,진혁씨@ 오늘은 조금만 일찍 들어갈까요?,,,CV_NoSmoke_Illustration,CharinSmile_Portrait,,,
,89,VerandaDialogue,김진혁,(어...),,,,NamNormal_Portrait,,,
,,,,(오늘 많이 피곤하신가...?),,,,,,,
,,,,저는 괜찮아요.,,,,NamSmile_Portrait,,,
,,,,누나 오늘 피곤하실 텐데@ 일찍 들어가셔도 돼요.,,,,,,,
,90,VerandaDialogue,이채린,고마워요@ 진혁씨.,,,,CharinSmile_Portrait,,,
,,,,오늘은 확실히 많이 피곤해서 먼저 들어가야 할 거 같아요.,,,,,,,
,,,,그럼 내일 봐요.,,,,,,,
,91,VerandaDialogue,김진혁,네@ 들어가세요.,,,,NamSmile_Portrait,,,
,,,,...,,,Veranda_Illustration,,,Beranda_Sound_SFX,
,,,,나도 오늘은 좀 피곤하네...,,,,NamNormal_Portrait,,,
,,,,오늘은 일찍 들어가야겠다...,,,,,,,
1040,1,VerandaDialogue,김진혁,하아아암...,,,Veranda_Illustration,NamNormal_Portrait,,,
,,,,(피곤하네...),,,,,,,
,,,,(어제 잠을 좀 늦게 자서 그런가.),,,,,,,
,,,,(오늘은 내가 먼저 나왔네.),,,,,,,
,,,,(바람도 선선하고...기분 좋다...),,,,,,,
,,,,(시원하네...),,,,,,,
,,,,(...),,,,,,,
,,,,(그러고 보니까 누나 어제 푹 쉬었으려나...),,,,,,,
,,,,(모르겠네...),,,,,,,
,,,,(분명 괜찮다고 하긴 한 거 같은데...흠...),,,,,,,
,,,,(걱정되네...),,,,,,,
,,,,(...),,,,,,,
,,,,(집에 있는 비타민 이라도 드려야겠다.),,,,,,,
,2,VerandaNarration,,(드르륵...),,,,,,Beranda_Sound_SFX,
,,,,(...),,,,,,,
,3,VerandaDialogue,이채린,(...),,,CV_NoSmoke_Illustration,CharinNormal_Portrait,,,
,,,,(...),,,,,,,
,4,VerandaNarration,,(드르륵...),,,,,,Beranda_Sound_SFX,
,5,VerandaDialogue,김진혁,(좋아하시려나...),,,CV_Smoking_Illustration,NamNormal_Portrait,,,
,,,,(어...나오셨네),,,,NamSuprised_Portrait,,,
,6,VerandaDialogue,이채린,...후,,,,CharinNormal_Portrait,,,NormalTalk_BGM
,,,,나오셨네요.,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,,,,방금 다시 들어갔다가 나온 거 같던데...,,,,,,,
,7,VerandaDialogue,김진혁,아@ 누나 어제 피곤하셨던 거 기억나서요.,,,,NamNormal_Portrait,,,
,,,,요거 에너지 드링크 하나 챙길려고 잠깐 들어갔다왔아요.,,,,,BitaC_DisplayItem,,
,8,VerandaDialogue,이채린,헐...,,,,CharinSuprised_Portrait,BitaC_DisplayItem,,
,,,,고마워요...,,,,,BitaC_DisplayItem,,
,,,,제 걱정도 해주고...잘 마실게요.,,,,CharinEyeSmile_Portrait,BitaC_DisplayItem,,
,,,,그럼 기다려봐요.,,,,,,,
,9,VerandaDialogue,김진혁,네?,,,Veranda_Illustration,NamNormal_Portrait,,,
,,,,(뭐지...),,,,,,,
,,,,(뭐 주시려는 건가...?),,,,,,,
,,,,(흠...),,,,,,,
,,,,(기다리지 뭐.),,,,,,,
,,,,(...),,,,,,,
,10,VerandaNarration,,(잠시후...),,,!HideIllustration,,,,
,11,VerandaDialogue,김진혁,(...나오신다),,,Veranda_Illustration,NamNormal_Portrait,,,
,12,VerandaDialogue,이채린,기다렸죠.,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,,,,딴 건 아니고 준거 고마워서 저도 줄 거 하나 들고 왔어요.,,,,CharinSmile_Portrait,,,
,13,VerandaDialogue,김진혁,오@ 어떤 거 들고 오셨어요?,,,,NamNormal_Portrait,,,
,14,VerandaDialogue,이채린,영양제 들고 왔어요.,,,,CharinSmile_Portrait,Pill_DisplayItem,,
,15,VerandaDialogue,김진혁,...네?,,,,NamSuprised_Portrait,Pill_DisplayItem,,
,16,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,Pill_DisplayItem,,
,,,,그 반응 뭐예요 ㅋㅋㅋ,,,,,Pill_DisplayItem,,
,,,,저번에 건강 챙겨야 한다고 했잖아요. 그래서 한 번 들고 와봤어요.,,,,CharinNormal_Portrait,Pill_DisplayItem,,
,17,VerandaDialogue,김진혁,(진짜 통에 들어있는 영양제다.),,,,NamNormal_Portrait,Pill_DisplayItem,,
,18,VerandaDialogue,이채린,종합 영양제인데요@ 아침에 일어날 때마다 하나씩 먹으면 좋아요.,,,,CharinSmile_Portrait,,,
,,,,집에 여러 개 있어서 하나 드리는 거에요.,,,,,,,
,,,,비타민 준 것도 고맙고@ 제 부탁도 들어줬잖아요.,,,,,,,
,,,,선물이라고 생각해 줘요.,,,,,,,
,19,VerandaDialogue,김진혁,저야 좋죠@ 고마워요 누나.,,,,NamSmile_Portrait,,,
,,,,(이제 일어날 때마다 한 알씩 챙겨 먹어야겠다.),,,,,,,
,,,,(안 먹는 것 보단 낫겠지.),,,,,,,
,20,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,에너지 드링크는 좀 오랜만이네요.,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,,,,제가 마지막으로 먹었던 게...기억하기로는 아마 대학생 시절이었던 걸로 기억해요.,,,,,,,
,21,VerandaDialogue,김진혁,(대학교라...),,,,NamNormal_Portrait,,,
,,,,그러고 보니까 누나 대학교 무슨 과 나왔어요?,,,,NamSuprised_Portrait,,,
,22,VerandaDialogue,이채린,궁금해요? ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,23,VerandaDialogue,김진혁,네 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,24,VerandaDialogue,이채린,저 무슨 과 나왔을 거 같아요?,10,,,CharinEyeSmile_Portrait,,,
,25,VerandaDialogue,김진혁,약간...디자인 쪽 아니에요?,,,,NamSuprised_Portrait,,,
,,,,으음...그중에서도 패션 쪽일 거 같은데...,,,,NamNormal_Portrait,,,
,26,VerandaDialogue,이채린,오!,,,,CharinSuprised_Portrait,,,
,,,,어떻게 맞췄어요??,,,,,,,
,,,,되게 잘 맞추네요.,,,,CharinEyeSmile_Portrait,,,
,27,VerandaDialogue,김진혁,뭔가...누나의 아우라가 그쪽이었을꺼 같았어요 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,28,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,칭찬이죠? ㅋㅋㅋ,,,,,,,
,29,VerandaDialogue,김진혁,당연하죠 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,30,VerandaDialogue,이채린,맞아요@ 저 패디과 나왔어요.,,,,CharinSmile_Portrait,,,
,31,VerandaDialogue,김진혁,오오...,,,,NamSuprised_Portrait,,,
,,,,잘 어울리는데요?,,,,NamSmile_Portrait,,,
,32,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,고마워요.,,,,,,,
,33,VerandaDialogue,김진혁,그러면 어쩌다가 패디과에 가게 된 거에요?,,,,NamNormal_Portrait,,,
,34,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,음...,,,,,,,
,,,,제가 고등학교 자퇴를 했어요. 일이 좀 있었거든요.,,,,,,,
,,,,자퇴하고는 제가 미래에 뭐 하고 살지...어떤 거 하고 살지 고민하다가...,,,,CharinSmile_Portrait,,,
,,,,전 제가 가장 좋아하는 걸 직업으로 삼고 싶었어요.,,,,,,,
,,,,그래서 제가 뭘 좋아할지 이것저것 고민해 보니...옷이 가장 좋은 거에요.,,,,,,,
,35,VerandaDialogue,김진혁,오...,,,,NamSuprised_Portrait,,,
,,,,옷이 좋은 이유라도 있어요?,,,,NamNormal_Portrait,,,
,36,VerandaDialogue,이채린,음...,,,,CharinNormal_Portrait,,,
,,,,같은 사람이더라도 옷에 따라 달라지는 분위기가 처음에 신기하고 좋았어요.,,,,CharinSmile_Portrait,,,
,,,,그리고 꾸민 제 모습을 거울로 보면 괜스레 기분도 좋아지는 거 있죠?,,,,,,,
,,,,그래서 옷이 좋은 거 같아요.,,,,,,,
,,,,그리고 제가 꿈이 하나 있어요. ,,,,,,,
,37,VerandaDialogue,김진혁,어떤 거에요?,,,,NamNormal_Portrait,,,
,38,VerandaDialogue,이채린,저만의 옷 집을 오픈하는 게 꿈이에요.,,,,CharinSmile_Portrait,,,
,,,,거기 방문하시는 손님들에게 옷 추천도 해주고@ 제가 만든 옷도 팔아보고 싶거든요.,,,,CharinEyeSmile_Portrait,,,
,,,,여튼 그래서 패디과가 있는 대학교에 가게 된 거예요.,,,,,,,
,39,VerandaDialogue,김진혁,와...그렇구나.,,,,NamNormal_Portrait,,,
,,,,누나 꾸며 입은 모습도 되게 궁금하네요.,,,,NamSmile_Portrait,,,
,40,VerandaDialogue,이채린,그래요?,,,,CharinSmile_Portrait,,,
,,,,나중에 기회 되면 한번 보여줄게요.,,,,CharinEyeSmile_Portrait,,,
,41,VerandaDialogue,김진혁,좋아요!,,58,,NamSmile_Portrait,,,
,42,VerandaDialogue,김진혁,솔직히 대학교 안 나오셨을 거 같은데...,,,,NamNormal_Portrait,,,
,43,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,진짜 그렇게 보여요...?,,,,,,,
,44,VerandaDialogue,김진혁,아...아니에요...그 느낌이 그렇다는 거지...음,,,,NamNormal_Portrait,,,
,45,VerandaDialogue,이채린,됐어요 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,46,VerandaDialogue,김진혁,앗...,,,,NamNormal_Portrait,,,
,47,VerandaDialogue,이채린,저 패디과 나왔어요,,,,CharinNormal_Portrait,,,
,48,VerandaDialogue,김진혁,오오...,,,,NamNormal_Portrait,,,
,,,,잘 어울리는데요?,,,,,,,
,49,VerandaDialogue,이채린,이제 와서요? ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,50,VerandaDialogue,김진혁,하하...그...그러면 어쩌다가 패디과에 가게 된 거에요?,,,,NamNormal_Portrait,,,
